ID,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,State
1784,182716,0,0,76,0,0,1,0,0,0,0,0,1,State-New York
1785,148192,0,0,62,0,1,0,0,0,0,1,0,0,State-Texas
1786,149681,0,2,44,0,1,0,0,0,0,0,1,0,State-Other
1787,156850,0,1,49,0,1,0,0,0,0,0,1,0,State-California
1788,155267,0,1,63,0,1,0,0,0,0,1,0,0,State-Florida
1789,159666,1,1,48,0,1,0,0,0,0,1,0,0,State-Illinois
1790,172504,0,1,48,0,0,1,0,0,0,1,0,0,State-New York
1791,126872,0,0,39,0,1,0,0,0,0,1,0,0,State-Texas
1792,121359,1,0,48,0,0,1,0,0,0,1,0,0,State-Other
1793,173170,0,0,45,0,0,1,0,0,0,1,0,0,State-California
1794,152750,0,1,65,0,1,0,0,0,0,0,1,0,State-Florida
1795,191820,0,0,34,0,0,0,1,0,0,0,0,1,State-Illinois
1796,165968,0,1,50,0,0,0,1,0,0,0,0,1,State-New York
1797,130772,1,1,44,0,1,0,0,0,0,1,0,0,State-Texas
1798,122507,0,0,66,0,0,1,0,0,0,1,0,0,State-Other
1799,165685,0,1,48,0,1,0,0,0,0,1,0,0,State-California
1800,125804,1,0,42,0,1,0,0,0,0,0,0,0,State-Florida
1801,176412,0,0,40,0,0,1,0,0,0,0,0,1,State-Illinois
1802,122063,1,0,48,0,1,0,0,0,0,1,0,0,State-New York
1803,157091,0,0,59,0,0,1,0,0,0,1,0,0,State-Texas
1804,122419,0,0,57,0,1,0,0,0,0,1,0,0,State-Other
1805,187771,0,1,61,0,0,0,1,0,0,1,0,0,State-California
1806,178353,0,1,61,1,0,0,0,0,0,0,0,0,State-Florida
1807,193404,1,2,66,0,1,0,0,0,0,1,0,0,State-Illinois
1808,137859,1,2,58,1,0,0,0,0,0,1,0,0,State-New York
1809,180995,0,1,62,0,0,0,0,1,0,0,0,1,State-Texas
1810,116529,1,0,36,0,0,0,1,0,0,1,0,0,State-Other
1811,155412,1,1,44,1,0,0,0,0,0,0,0,1,State-California
1812,148789,0,0,28,0,0,1,0,0,0,1,0,0,State-Florida
1813,156575,0,2,53,0,0,0,1,0,0,0,0,1,State-Illinois
1814,125130,1,0,40,0,0,0,1,0,0,0,0,0,State-New York
1815,135441,1,1,53,0,1,0,0,0,0,1,0,0,State-Texas
1816,171391,0,1,64,0,1,0,0,0,0,1,0,0,State-Other
1817,149494,1,0,48,0,0,1,0,0,0,0,1,0,State-California
1818,181702,0,0,40,1,0,0,0,0,0,1,0,0,State-Florida
1819,145889,0,1,40,0,0,1,0,0,0,0,0,0,State-Illinois
1820,156628,0,1,43,0,0,1,0,0,0,1,0,0,State-New York
1821,134026,1,1,70,0,0,0,1,0,0,1,0,0,State-Texas
1822,140049,0,1,46,0,1,0,0,0,0,1,0,0,State-Other
1823,134176,1,0,32,0,0,1,0,0,0,1,0,0,State-California
1824,119419,1,0,39,0,1,0,0,0,0,1,0,0,State-Florida
1825,182504,0,0,60,0,1,0,0,0,0,0,0,0,State-Illinois
1826,181205,0,0,50,0,0,0,1,0,0,1,0,0,State-New York
1827,161618,0,0,29,0,0,1,0,0,0,0,0,0,State-Texas
1828,155284,0,1,64,0,0,1,0,0,0,0,1,0,State-Other
1829,149980,0,1,57,0,0,1,0,0,0,1,0,0,State-California
1830,115072,2,0,40,0,1,0,0,0,0,1,0,0,State-Florida
1831,149166,0,1,46,0,0,1,0,0,0,1,0,0,State-Illinois
1832,165324,0,1,66,0,1,0,0,0,0,0,0,1,State-New York
1833,182347,0,0,63,0,1,0,0,0,0,0,0,0,State-Texas
1834,130843,1,1,54,0,0,0,1,0,0,0,0,1,State-Other
1835,146374,0,1,46,0,1,0,0,0,0,0,0,1,State-California
1836,160474,0,1,41,0,0,1,0,0,0,1,0,0,State-Florida
1837,138576,0,1,47,0,1,0,0,0,0,0,1,0,State-Illinois
1838,155357,2,0,35,0,1,0,0,0,0,1,0,0,State-New York
1839,137758,1,1,54,0,0,0,1,0,0,1,0,0,State-Texas
1840,185710,0,0,31,0,1,0,0,0,0,0,0,0,State-Other
1841,123228,1,0,51,0,0,0,1,0,0,1,0,0,State-California
1842,144602,1,1,51,0,0,0,1,0,0,0,1,0,State-Florida
1843,107500,0,0,33,0,1,0,0,0,0,1,0,0,State-Illinois
1844,138683,1,0,31,0,0,0,1,0,0,0,0,0,State-New York
1845,149514,1,0,45,0,0,1,0,0,0,0,0,0,State-Texas
1846,157906,0,1,47,0,0,0,1,0,0,0,0,1,State-Other
1847,143456,0,1,54,0,0,1,0,0,0,0,1,0,State-California
1848,119485,2,0,34,0,0,1,0,0,0,0,1,0,State-Florida
1849,153172,0,1,42,0,0,0,1,0,0,1,0,0,State-Illinois
1850,130545,1,0,41,0,0,0,1,0,0,1,0,0,State-New York
1851,170123,0,0,37,0,0,0,1,0,0,0,0,1,State-Texas
1852,162450,0,1,61,0,0,1,0,0,0,1,0,0,State-Other
1853,121675,1,0,44,0,0,0,1,0,0,1,0,0,State-California
1854,142395,1,1,39,0,0,1,0,0,0,0,0,0,State-Florida
1855,161346,1,0,42,0,0,0,1,0,0,0,1,0,State-Illinois
1856,180812,0,0,67,0,0,0,1,0,0,1,0,0,State-New York
1857,142835,1,1,49,1,0,0,0,0,0,0,1,0,State-Texas
1858,139922,1,0,37,0,1,0,0,0,0,1,0,0,State-Other
1859,186424,0,0,64,0,0,1,0,0,0,0,1,0,State-California
1860,117117,1,0,42,0,0,0,1,0,0,0,0,0,State-Florida
1861,124762,1,0,48,0,0,1,0,0,0,1,0,0,State-Illinois
1862,135797,0,1,45,0,1,0,0,0,0,1,0,0,State-New York
1863,136627,2,0,45,1,0,0,0,0,0,1,0,0,State-Texas
1864,151111,1,1,39,0,1,0,0,0,0,0,0,0,State-Other
1865,186857,0,0,48,0,0,1,0,0,0,0,0,1,State-California
1866,182072,0,0,50,0,0,0,1,0,0,0,0,1,State-Florida
1867,146231,2,1,67,0,0,1,0,0,0,0,0,1,State-Illinois
1868,142243,1,1,61,0,1,0,0,0,0,1,0,0,State-New York
1869,151195,1,1,58,0,0,0,1,0,0,1,0,0,State-Texas
1870,168092,0,0,42,0,0,1,0,0,0,0,1,0,State-Other
1871,131814,1,0,47,0,1,0,0,0,0,1,0,0,State-California
1872,151390,1,1,55,0,0,0,0,1,0,0,1,0,State-Florida
1873,176630,0,0,37,0,1,0,0,0,0,1,0,0,State-Illinois
1874,126868,1,0,29,0,0,1,0,0,1,0,0,0,State-New York
1875,148948,0,0,77,1,0,0,0,0,0,0,0,1,State-Texas
1876,155260,0,1,48,0,0,1,0,0,0,0,0,1,State-Other
1877,164090,0,1,64,0,0,0,1,0,0,1,0,0,State-California
1878,178331,0,1,62,1,0,0,0,0,0,1,0,0,State-Florida
1879,137087,1,0,46,0,1,0,0,0,0,0,0,1,State-Illinois
1880,121846,1,0,34,1,0,0,0,0,0,1,0,0,State-New York
1881,181320,0,0,62,0,1,0,0,0,0,1,0,0,State-Texas
1882,154137,0,1,50,1,0,0,0,0,0,1,0,0,State-Other
1883,166825,0,0,53,0,0,0,1,0,0,1,0,0,State-California
1884,157100,0,0,47,0,0,0,1,0,0,1,0,0,State-Florida
1885,158917,1,2,51,0,0,0,1,0,0,1,0,0,State-Illinois
1886,185072,0,0,43,0,0,1,0,0,0,1,0,0,State-New York
1887,186429,0,0,59,0,0,1,0,0,0,1,0,0,State-Texas
1888,145684,1,0,49,0,0,0,0,1,0,1,0,0,State-Other
1889,147889,1,0,46,0,0,0,1,0,0,1,0,0,State-California
1890,145921,0,0,34,0,1,0,0,0,0,0,0,1,State-Florida
1891,178420,0,0,54,0,0,1,0,0,0,0,0,1,State-Illinois
1892,175114,0,0,28,0,0,0,1,0,0,1,0,0,State-New York
1893,152278,0,1,57,0,0,0,0,1,0,0,0,1,State-Texas
1894,135641,1,0,48,0,1,0,0,0,0,0,1,0,State-Other
1895,195529,0,0,26,0,0,1,0,0,0,1,0,0,State-California
1896,162820,0,0,66,0,1,0,0,0,0,1,0,0,State-Florida
1897,173113,0,0,60,0,0,0,1,0,0,0,1,0,State-Illinois
1898,184169,0,0,38,0,1,0,0,0,0,0,0,1,State-New York
1899,142607,0,1,66,0,0,1,0,0,0,0,0,0,State-Texas
1900,174637,0,0,66,0,0,1,0,0,0,0,0,1,State-Other
1901,146015,1,1,65,0,0,0,1,0,0,0,0,1,State-California
1902,172354,0,0,27,0,0,1,0,0,0,1,0,0,State-Florida
1903,139858,1,0,51,0,0,1,0,0,0,0,1,0,State-Illinois
1904,134469,1,1,72,0,1,0,0,0,0,0,0,1,State-New York
1905,183033,1,0,34,0,0,0,1,0,0,1,0,0,State-Texas
1906,124401,0,0,41,0,0,0,1,0,0,0,1,0,State-Other
1907,177583,0,0,42,0,1,0,0,0,0,1,0,0,State-California
1908,174116,0,0,38,0,0,1,0,0,0,0,0,0,State-Florida
1909,174293,0,0,27,0,0,1,0,0,0,1,0,0,State-Illinois
1910,168397,0,1,44,0,1,0,0,0,0,0,0,1,State-New York
1911,179632,0,0,46,0,0,0,1,0,0,0,0,1,State-Texas
1912,146107,1,0,31,0,0,1,0,0,0,1,0,0,State-Other
1913,164950,0,1,69,0,0,1,0,0,0,0,0,1,State-California
1914,125443,1,0,31,0,1,0,0,0,1,0,0,0,State-Florida
1915,175127,0,0,68,0,0,1,0,0,0,1,0,0,State-Illinois
1916,132892,1,0,49,0,0,0,1,0,0,0,0,1,State-New York
1917,171796,0,0,49,0,0,0,1,0,0,1,0,0,State-Texas
1918,167536,0,1,50,0,1,0,0,0,0,0,0,1,State-Other
1919,155239,0,1,49,0,0,1,0,0,0,1,0,0,State-California
1920,160554,1,0,45,1,0,0,0,0,0,0,0,1,State-Florida
1921,164831,1,1,68,0,0,1,0,0,0,0,0,0,State-Illinois
1922,156067,0,1,58,0,0,0,1,0,0,0,0,1,State-New York
1923,182025,0,0,37,1,0,0,0,0,0,1,0,0,State-Texas
1924,194384,0,0,67,0,0,0,1,0,0,1,0,0,State-Other
1925,114906,0,0,34,0,0,1,0,0,1,0,0,0,State-California
1926,151563,0,0,33,0,1,0,0,0,0,0,0,1,State-Florida
1927,157937,0,1,38,0,1,0,0,0,0,0,0,0,State-Illinois
1928,168274,1,1,41,1,0,0,0,0,0,1,0,0,State-New York
1929,139771,1,0,43,0,0,0,1,0,0,1,0,0,State-Texas
1930,167893,0,1,45,1,0,0,0,0,0,0,0,0,State-Other
1931,127922,1,0,41,0,0,0,1,0,0,0,0,1,State-California
1932,152190,1,1,44,0,0,0,1,0,0,0,0,1,State-Florida
1933,144051,1,1,47,1,0,0,0,0,0,0,1,0,State-Illinois
1934,142767,2,0,49,0,0,1,0,0,0,0,0,1,State-New York
1935,146106,1,1,44,0,0,0,1,0,0,0,1,0,State-Texas
1936,116927,1,1,44,0,1,0,0,0,0,0,0,1,State-Other
1937,159754,0,1,55,0,1,0,0,0,0,1,0,0,State-California
1938,153700,0,1,68,0,0,1,0,0,0,1,0,0,State-Florida
1939,159041,1,1,47,0,1,0,0,0,0,1,0,0,State-Illinois
1940,154237,0,1,63,1,0,0,0,0,0,0,0,1,State-New York
1941,170647,0,1,53,1,0,0,0,0,0,1,0,0,State-Texas
1942,152597,0,1,58,0,0,1,0,0,0,0,0,1,State-Other
1943,141021,1,0,51,0,0,0,1,0,0,0,1,0,State-California
1944,140233,0,1,45,0,1,0,0,0,0,0,0,1,State-Florida
1945,150183,1,1,40,0,1,0,0,0,0,1,0,0,State-Illinois
1946,154753,0,1,61,0,0,0,1,0,0,1,0,0,State-New York
1947,192955,0,0,47,0,1,0,0,0,0,1,0,0,State-Texas
1948,133471,1,0,47,0,1,0,0,0,0,1,0,0,State-Other
1949,134596,1,0,46,0,1,0,0,0,0,0,0,1,State-California
1950,144010,1,0,40,0,0,0,1,0,0,1,0,0,State-Florida
1951,184219,0,0,32,0,1,0,0,0,0,1,0,0,State-Illinois
1952,140706,2,1,52,0,0,0,1,0,0,0,0,1,State-New York
1953,115716,1,0,32,0,1,0,0,0,0,0,0,0,State-Texas
1954,159052,0,1,61,1,0,0,0,0,0,0,0,0,State-Other
1955,180573,0,0,49,0,0,0,1,0,0,0,1,0,State-California
1956,183715,0,0,58,0,1,0,0,0,0,1,0,0,State-Florida
1957,182576,0,0,61,0,0,0,1,0,0,0,1,0,State-Illinois
1958,156962,2,1,55,0,1,0,0,0,0,0,1,0,State-New York
1959,135704,1,1,68,0,1,0,0,0,0,1,0,0,State-Texas
1960,153103,0,1,66,0,0,0,1,0,0,1,0,0,State-Other
1961,146779,1,1,60,0,0,0,0,1,0,0,0,0,State-California
1962,104861,0,0,55,1,0,0,0,0,0,1,0,0,State-Florida
1963,133462,1,0,41,1,0,0,0,0,0,0,1,0,State-Illinois
1964,163693,0,1,42,1,0,0,0,0,0,1,0,0,State-New York
1965,180763,0,0,70,0,1,0,0,0,0,1,0,0,State-Texas
1966,165352,0,1,46,0,1,0,0,0,0,0,0,1,State-Other
1967,182170,0,0,42,0,1,0,0,0,0,0,0,1,State-California
1968,175759,0,0,51,0,1,0,0,0,0,1,0,0,State-Florida
1969,179689,0,0,44,0,0,1,0,0,0,0,0,0,State-Illinois
1970,135340,1,1,64,0,0,0,0,1,0,0,0,1,State-New York
1971,185683,0,0,66,1,0,0,0,0,0,1,0,0,State-Texas
1972,124884,1,0,48,0,1,0,0,0,0,0,0,0,State-Other
1973,142021,1,0,39,0,0,0,1,0,0,0,1,0,State-California
1974,164449,1,0,31,0,0,1,0,0,0,1,0,0,State-Florida
1975,164587,1,1,66,1,0,0,0,0,0,1,0,0,State-Illinois
1976,134824,0,0,25,0,0,1,0,0,0,1,0,0,State-New York
1977,175437,0,0,42,0,0,0,1,0,0,1,0,0,State-Texas
1978,126091,1,1,63,0,0,0,1,0,0,1,0,0,State-Other
1979,152845,1,0,47,0,1,0,0,0,0,1,0,0,State-California
1980,146086,0,1,64,1,0,0,0,0,0,1,0,0,State-Florida
1981,178028,0,1,64,0,0,0,0,1,0,0,0,1,State-Illinois
1982,195169,0,0,33,0,0,1,0,0,0,0,0,1,State-New York
1983,156337,1,1,39,0,1,0,0,0,0,0,0,0,State-Texas
1984,122434,1,0,33,0,0,0,1,0,0,1,0,0,State-Other
1985,136930,0,1,66,0,1,0,0,0,0,0,0,1,State-California
1986,136130,0,1,66,0,0,1,0,0,0,1,0,0,State-Florida
1987,165569,0,1,67,0,1,0,0,0,0,0,1,0,State-Illinois
1988,183844,0,0,68,0,0,0,1,0,0,1,0,0,State-New York
1989,119514,1,1,52,0,1,0,0,0,0,1,0,0,State-Texas
1990,136736,1,1,57,0,0,1,0,0,0,0,0,1,State-Other
1991,177568,0,1,41,0,0,0,1,0,0,1,0,0,State-California
1992,149187,0,1,44,0,0,0,1,0,0,0,0,1,State-Florida
1993,130168,1,0,42,0,0,1,0,0,0,1,0,0,State-Illinois
1994,134053,0,1,52,0,0,0,1,0,0,0,1,0,State-New York
1995,138196,1,1,49,0,1,0,0,0,0,0,1,0,State-Texas
1996,159412,0,0,69,0,1,0,0,0,0,0,1,0,State-Other
1997,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-California
1998,154165,0,0,51,0,0,0,1,0,0,1,0,0,State-Florida
1999,132300,1,0,47,0,1,0,0,0,0,1,0,0,State-Illinois
2000,120180,0,0,44,0,0,1,0,0,0,1,0,0,State-New York
2001,134961,1,0,47,0,1,0,0,0,0,1,0,0,State-Texas
2002,128440,1,0,46,0,0,0,1,0,0,0,0,1,State-Other
2003,164504,1,2,67,0,0,0,1,0,0,0,0,1,State-California
2004,133564,0,1,54,0,0,0,1,0,0,0,1,0,State-Florida
2005,117345,1,0,42,0,1,0,0,0,0,1,0,0,State-Illinois
2006,156320,0,1,53,0,1,0,0,0,0,0,0,1,State-New York
2007,128647,1,0,42,0,0,1,0,0,0,1,0,0,State-Texas
2008,115038,1,0,33,0,0,1,0,0,1,0,0,0,State-Other
2009,132173,0,1,62,1,0,0,0,0,0,0,0,1,State-California
2010,168316,0,1,56,0,0,0,1,0,0,0,0,0,State-Florida
2011,174538,0,0,49,0,0,0,1,0,0,1,0,0,State-Illinois
2012,191700,0,0,49,0,0,1,0,0,0,1,0,0,State-New York
2013,168695,0,0,51,0,0,0,1,0,0,1,0,0,State-Texas
2014,131056,1,0,43,0,1,0,0,0,0,0,0,0,State-Other
2015,179593,0,0,47,0,1,0,0,0,0,1,0,0,State-California
2016,128071,0,0,40,0,0,1,0,0,0,1,0,0,State-Florida
2017,137334,1,1,62,0,0,0,1,0,0,0,0,1,State-Illinois
2018,146423,1,1,48,0,0,1,0,0,0,0,1,0,State-New York
2019,137126,1,0,49,0,1,0,0,0,0,0,0,1,State-Texas
2020,147703,0,1,67,0,1,0,0,0,0,1,0,0,State-Other
2021,161180,0,1,61,0,1,0,0,0,0,1,0,0,State-California
2022,138998,1,1,66,0,1,0,0,0,0,1,0,0,State-Florida
2023,108028,0,0,29,0,0,1,0,0,0,1,0,0,State-Illinois
2024,176081,0,0,58,0,0,0,1,0,0,1,0,0,State-New York
2025,134728,1,0,34,0,0,0,1,0,0,1,0,0,State-Texas
2026,133168,0,1,55,0,0,1,0,0,0,0,1,0,State-Other
2027,133585,0,1,54,0,1,0,0,0,0,0,1,0,State-California
2028,177037,0,1,60,0,1,0,0,0,0,0,0,1,State-Florida
2029,135196,1,0,36,0,0,0,1,0,0,1,0,0,State-Illinois
2030,144529,0,1,54,0,1,0,0,0,0,1,0,0,State-New York
2031,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-Texas
2032,128764,1,1,54,0,0,0,1,0,0,0,0,1,State-Other
2033,169098,0,0,71,0,1,0,0,0,0,0,0,1,State-California
2034,125959,1,1,50,1,0,0,0,0,0,0,0,0,State-Florida
2035,127100,1,0,37,0,1,0,0,0,0,0,1,0,State-Illinois
2036,170596,0,0,35,0,0,1,0,0,0,1,0,0,State-New York
2037,142557,0,1,46,0,1,0,0,0,0,1,0,0,State-Texas
2038,153312,0,0,69,0,1,0,0,0,0,0,0,1,State-Other
2039,172228,0,0,68,0,0,1,0,0,0,1,0,0,State-California
2040,167605,0,0,33,0,0,0,1,0,0,1,0,0,State-Florida
2041,162845,1,1,71,0,1,0,0,0,0,0,1,0,State-Illinois
2042,165196,0,2,62,0,0,0,1,0,0,1,0,0,State-New York
2043,142000,0,0,33,0,0,1,0,0,0,0,0,1,State-Texas
2044,135860,1,1,47,1,0,0,0,0,0,0,0,1,State-Other
2045,165526,0,1,56,0,1,0,0,0,0,0,0,1,State-California
2046,116860,1,1,59,0,1,0,0,0,0,1,0,0,State-Florida
2047,183528,0,0,28,0,0,1,0,0,0,1,0,0,State-Illinois
2048,164176,0,1,55,1,0,0,0,0,0,0,0,0,State-New York
2049,122304,0,0,64,1,0,0,0,0,0,1,0,0,State-Texas
2050,167023,0,0,42,0,1,0,0,0,0,1,0,0,State-Other
2051,132892,1,0,49,0,0,0,1,0,0,0,0,1,State-California
2052,170713,0,1,54,0,0,0,1,0,0,1,0,0,State-Florida
2053,159925,0,1,65,0,0,0,1,0,0,1,0,0,State-Illinois
2054,139722,0,1,67,0,1,0,0,0,0,1,0,0,State-New York
2055,146610,0,0,62,0,0,0,1,0,0,1,0,0,State-Texas
2056,188347,0,0,59,0,0,0,1,0,0,1,0,0,State-Other
2057,187171,0,0,39,0,1,0,0,0,0,0,0,1,State-California
2058,126907,1,1,44,0,0,0,1,0,0,0,0,0,State-Florida
2059,150014,1,0,52,0,0,1,0,0,0,0,1,0,State-Illinois
2060,141014,1,0,42,0,1,0,0,0,0,0,0,1,State-New York
2061,166294,0,0,55,0,0,1,0,0,0,1,0,0,State-Texas
2062,136715,1,0,49,0,1,0,0,0,0,1,0,0,State-Other
2063,179456,0,0,64,0,1,0,0,0,0,1,0,0,State-California
2064,140479,1,0,38,0,0,0,1,0,0,1,0,0,State-Florida
2065,175345,0,0,50,0,0,1,0,0,0,0,1,0,State-Illinois
2066,154233,0,1,43,0,1,0,0,0,0,1,0,0,State-New York
2067,124163,1,1,50,0,0,1,0,0,0,1,0,0,State-Texas
2068,184460,0,0,62,0,0,0,1,0,0,0,0,1,State-Other
2069,143776,1,0,37,0,0,0,1,0,0,1,0,0,State-California
2070,171691,0,0,62,0,0,1,0,0,0,0,0,1,State-Florida
2071,185844,0,0,47,0,1,0,0,0,0,0,0,1,State-Illinois
2072,139190,1,0,46,0,0,1,0,0,0,0,0,1,State-New York
2073,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-Texas
2074,138578,1,1,48,0,0,1,0,0,0,0,0,1,State-Other
2075,157236,1,1,55,0,1,0,0,0,0,0,0,1,State-California
2076,161825,0,1,41,0,0,1,0,0,0,1,0,0,State-Florida
2077,179803,0,1,62,1,0,0,0,0,0,1,0,0,State-Illinois
2078,180910,0,0,34,0,0,1,0,0,0,0,0,0,State-New York
2079,127590,1,0,38,0,0,0,1,0,0,0,1,0,State-Texas
2080,156775,0,1,41,0,1,0,0,0,0,1,0,0,State-Other
2081,183829,0,0,45,1,0,0,0,0,0,1,0,0,State-California
2082,154210,0,1,41,0,1,0,0,0,0,0,0,0,State-Florida
2083,138508,1,0,34,0,1,0,0,0,0,1,0,0,State-Illinois
2084,153187,1,0,50,0,0,0,1,0,0,1,0,0,State-New York
2085,130023,1,0,48,0,1,0,0,0,0,1,0,0,State-Texas
2086,176045,0,0,60,0,0,1,0,0,0,0,0,1,State-Other
2087,150870,0,1,68,0,1,0,0,0,0,0,0,1,State-California
2088,115315,0,0,50,0,1,0,0,0,0,0,0,0,State-Florida
2089,165463,1,0,46,0,1,0,0,0,0,0,0,0,State-Illinois
2090,166480,1,1,55,0,1,0,0,0,0,1,0,0,State-New York
2091,176773,0,0,66,1,0,0,0,0,0,1,0,0,State-Texas
2092,181698,0,0,37,0,0,1,0,0,0,0,0,0,State-Other
2093,154466,1,1,47,0,0,1,0,0,0,0,0,1,State-California
2094,198777,0,0,60,0,0,1,0,0,0,0,1,0,State-Florida
2095,116269,1,0,36,0,0,1,0,0,0,0,0,1,State-Illinois
2096,171819,0,1,49,0,0,0,1,0,0,1,0,0,State-New York
2097,133569,1,0,37,0,1,0,0,0,0,0,0,1,State-Texas
2098,136262,0,0,37,0,1,0,0,0,0,0,1,0,State-Other
2099,122634,0,0,54,0,0,0,1,0,1,0,0,0,State-California
2100,147025,0,1,42,0,1,0,0,0,0,0,0,0,State-Florida
2101,170566,0,1,52,0,0,1,0,0,0,1,0,0,State-Illinois
2102,131605,1,0,41,0,1,0,0,0,0,0,0,1,State-New York
2103,152034,1,1,47,1,0,0,0,0,0,0,1,0,State-Texas
2104,148526,1,0,41,0,0,1,0,0,0,1,0,0,State-Other
2105,146734,0,1,66,0,1,0,0,0,0,1,0,0,State-California
2106,139552,1,1,58,1,0,0,0,0,0,1,0,0,State-Florida
2107,186358,1,1,54,0,0,1,0,0,0,1,0,0,State-Illinois
2108,146931,2,1,43,0,0,0,1,0,0,1,0,0,State-New York
2109,116581,0,0,35,0,0,1,0,0,1,0,0,0,State-Texas
2110,163998,0,0,68,1,0,0,0,0,0,0,0,0,State-Other
2111,167381,0,1,69,0,1,0,0,0,0,0,1,0,State-California
2112,125930,1,1,53,0,0,1,0,0,0,1,0,0,State-Florida
2113,142693,1,0,42,0,1,0,0,0,0,1,0,0,State-Illinois
2114,185606,0,1,44,0,0,0,1,0,0,1,0,0,State-New York
2115,172903,0,0,35,0,0,1,0,0,0,1,0,0,State-Texas
2116,149669,1,0,46,0,0,0,1,0,0,0,0,0,State-Other
2117,136778,1,1,52,0,1,0,0,0,0,0,0,1,State-California
2118,185696,0,0,58,1,0,0,0,0,0,0,0,1,State-Florida
2119,110979,0,0,31,1,0,0,0,0,0,0,1,0,State-Illinois
2120,149678,0,1,59,0,1,0,0,0,0,1,0,0,State-New York
2121,156129,0,1,67,0,0,0,1,0,0,0,1,0,State-Texas
2122,137155,1,0,31,0,1,0,0,0,0,1,0,0,State-Other
2123,121282,1,0,42,1,0,0,0,0,0,0,0,0,State-California
2124,133419,0,1,58,0,0,1,0,0,0,0,0,1,State-Florida
2125,163285,0,0,75,0,0,0,0,1,0,1,0,0,State-Illinois
2126,121255,1,0,46,0,0,0,1,0,0,0,1,0,State-New York
2127,142162,1,0,39,0,0,0,1,0,0,1,0,0,State-Texas
2128,154450,1,1,64,0,0,0,1,0,0,1,0,0,State-Other
2129,157744,0,1,66,0,1,0,0,0,0,0,0,1,State-California
2130,126576,1,0,34,0,0,1,0,0,0,1,0,0,State-Florida
2131,157513,0,0,77,0,0,0,0,1,0,0,0,1,State-Illinois
2132,168142,0,1,56,0,0,0,1,0,0,1,0,0,State-New York
2133,107500,0,1,41,0,1,0,0,0,0,1,0,0,State-Texas
2134,183145,0,0,46,0,0,0,1,0,0,1,0,0,State-Other
2135,154197,0,1,60,0,1,0,0,0,0,0,1,0,State-California
2136,123091,1,1,57,0,0,1,0,0,0,0,0,1,State-Florida
2137,146049,1,1,44,0,1,0,0,0,0,1,0,0,State-Illinois
2138,156715,0,0,46,0,0,0,1,0,0,1,0,0,State-New York
2139,179410,0,0,59,0,1,0,0,0,0,1,0,0,State-Texas
2140,157304,0,1,69,0,1,0,0,0,0,1,0,0,State-Other
2141,144375,0,1,55,0,1,0,0,0,0,1,0,0,State-California
2142,154450,1,1,64,0,0,0,1,0,0,1,0,0,State-Florida
2143,159594,0,1,55,0,1,0,0,0,0,1,0,0,State-Illinois
2144,180685,0,0,26,0,0,0,1,0,0,1,0,0,State-New York
2145,140344,0,1,46,0,1,0,0,0,0,0,0,1,State-Texas
2146,162710,0,1,48,0,1,0,0,0,0,1,0,0,State-Other
2147,148985,0,1,52,0,1,0,0,0,0,0,0,0,State-California
2148,135322,1,2,52,0,0,0,1,0,0,1,0,0,State-Florida
2149,177142,0,0,72,0,1,0,0,0,0,1,0,0,State-Illinois
2150,181657,0,0,51,0,0,1,0,0,0,1,0,0,State-New York
2151,114421,0,0,24,0,1,0,0,0,1,0,0,0,State-Texas
2152,120130,0,0,46,0,1,0,0,0,0,0,0,0,State-Other
2153,174214,0,0,30,0,1,0,0,0,0,0,0,1,State-California
2154,166726,1,1,63,0,1,0,0,0,0,0,1,0,State-Florida
2155,123724,1,0,41,0,0,0,1,0,1,0,0,0,State-Illinois
2156,147353,0,1,60,0,1,0,0,0,0,0,1,0,State-New York
2157,133444,1,1,68,0,1,0,0,0,0,0,1,0,State-Texas
2158,154386,0,1,39,0,1,0,0,0,0,1,0,0,State-Other
2159,128510,1,1,39,1,0,0,0,0,0,1,0,0,State-California
2160,190638,0,0,29,0,0,1,0,0,0,0,1,0,State-Florida
2161,148070,0,1,70,0,0,0,1,0,0,1,0,0,State-Illinois
2162,143140,0,1,63,0,1,0,0,0,0,1,0,0,State-New York
2163,154959,0,1,59,1,0,0,0,0,0,0,0,1,State-Texas
2164,115056,1,1,62,0,0,1,0,0,1,0,0,0,State-Other
2165,126954,1,0,49,0,0,1,0,0,0,1,0,0,State-California
2166,122327,1,0,35,0,0,1,0,0,0,1,0,0,State-Florida
2167,144393,1,1,55,0,1,0,0,0,0,1,0,0,State-Illinois
2168,162000,0,1,68,0,0,1,0,0,0,0,0,1,State-New York
2169,131497,0,1,58,0,0,0,1,0,0,0,0,1,State-Texas
2170,145894,0,2,46,0,1,0,0,0,0,0,0,0,State-Other
2171,178579,0,0,50,1,0,0,0,0,0,0,1,0,State-California
2172,167369,0,1,51,0,0,0,0,1,0,0,1,0,State-Florida
2173,158401,0,1,60,1,0,0,0,0,0,1,0,0,State-Illinois
2174,162307,0,1,68,0,0,1,0,0,0,1,0,0,State-New York
2175,143641,1,1,51,0,1,0,0,0,0,0,1,0,State-Texas
